id,num_rooms,flat,district,house,floor_num,floors_num,square_total,square_living,square_kitchen,price
15916342,2,сталинский вариант,ленинский,"Ленина пр-т, 8",2,4,50.0,35.0,7.0,3850000
15916339,3,,ленинский,"Ленина пр-т, 5",5,5,70.3,40.0,9.0,3990000
15916300,3,нестандартная,ленинский,"Тимирязева, 45",2,2,78.0,30.0,20.0,6200000
15915681,1,,,"Западное шоссе, 95",1,3,36.2,20.0,10.0,3050000
15915680,2,,,"Западное шоссе, 444ак4",3,4,66.0,40.0,12.0,6290000
15915678,2,,,"Тевосяна, 4/1",6,9,65.0,40.0,11.0,5500000
15915677,2,,,"Тевосяна, 9",9,9,50.0,30.0,9.0,3790000
15915675,3,,,"Санаторная, 15/1",1,5,63.4,45.0,8.0,4400000
15915674,3,,,"Металлургов, 11",7,8,88.0,60.0,9.0,7000000
15915673,1,,,"Карла Маркса, 115к5",2,5,31.0,17.0,6.0,2180000
15915670,1,,,"Карла Маркса, 233",4,10,36.3,27.0,9.0,2500000
15915669,3,,,"ул Ворошилова, 23/1",5,9,58.0,35.0,7.0,4350000
15915668,2,,орджоникидзевский,"пр.Пушкина, 36",4,4,56.0,39.0,7.0,1980000
15915667,2,,,"ул Калмыкова, 14",9,9,50.2,0.0,8.0,3500000
15915666,1,,,"Карла Маркса, 230/1",5,10,32.0,17.0,8.0,2500000
15915665,1,,,"ул Жукова, 13/1",3,9,40.0,20.0,9.0,3050000
15909839,3,ленинградский проект,ленинский,"Карла Маркса, 55",2,5,76.0,50.0,9.0,5900000
15909838,3,нестандартная,орджоникидзевский,"50-летия Магнитки, 61",3,9,61.0,45.0,9.0,5100000
15188729,2,,,"Российская, 7",2,2,45.0,31.0,6.0,500000
15904818,2,нестандартная,ленинский,"Ленина пр-т, 55/1",4,5,42.0,30.0,6.0,3750000
15904815,3,нестандартная,правобережный,"Карла Маркса, 156",5,9,62.0,42.0,8.0,4500000
15904112,2,,орджоникидзевский,"Карла Маркса, 233",4,10,60.0,36.0,16.0,3700000
15903493,4,,орджоникидзевский,"Труда, 18",9,9,79.0,0.0,8.2,5990000
15893925,3,нестандартная,орджоникидзевский,"Ворошилова, 1",7,9,70.0,50.0,9.0,5990000
15892397,3,,орджоникидзевский,"Жукова, 25",7,10,65.0,46.0,9.0,5400000
15888252,3,брежневка,ленинский,"Октябрьская, 32/1",5,5,62.4,43.0,8.0,4500000
15888251,1,хрущевка,ленинский,"Карла Маркса, 7",4,4,32.4,17.0,6.0,2300000
15882287,2,,,"Галиуллина, 11/2",5,5,44.0,27.0,6.0,2900000
15882285,1,,,"Центральная, 9",1,1,32.0,17.0,7.0,1600000
15877330,3,,орджоникидзевский (левый берег),Лесная,3,4,46.4,34.0,6.0,3200000
15877329,3,,орджоникидзевский (левый берег),"Чайковского, 51",2,3,44.0,34.0,6.0,3000000
15877326,3,нестандартная,орджоникидзевский,"Завенягина, 6",7,16,82.0,50.0,10.0,5990000
15056365,-1,,,"Ленина пр-т, 212а",1,1,18.4,12.0,5.0,1100000
14188299,1,,,"Ленина пр-т, 220",1,1,35.0,18.0,12.0,1850000
14284246,2,,,"Новая, 1/5",1,2,47.0,29.0,8.0,550000
14274687,1,,,"Ленина пр-т, 220",1,1,27.0,16.0,11.0,1900000
13189301,2,,,"Новая, 1/5",1,2,47.0,29.0,8.0,480000
15441201,3,,,"Ленина пр-т, 214Б",1,1,70.0,50.0,14.0,7000000
15441205,2,,,"Ленина пр-т, 214Б",1,1,52.0,31.0,14.0,3380000
13189300,2,,,"Ленина пр-т, 212",1,1,35.0,20.0,10.0,1850000
15711478,1,,,"ул Писарева, 27",2,5,29.4,17.0,7.0,2250000
15871320,3,,,"Зеленый Лог, 27",6,9,69.0,43.0,12.0,5650000
15871319,3,,,"Карла Маркса, 155",7,9,65.0,43.0,8.0,4400000
15871314,3,,,"Ленина пр-т, 133/3",1,5,82.1,55.0,12.0,9500000
15871304,2,,правобережный,"Им. газеты ""Правда"", 23",4,5,46.1,29.0,6.0,2600000
15871299,4,,,"Панькова, 3",3,3,82.3,60.0,8.0,2800000
15870704,3,,ленинский,"Салтыкова-Щедрина, 19",1,2,55.8,40.8,6.4,2400000
15849489,3,,,"Московская, 6",2,5,61.8,46.0,7.0,4200000
15849486,2,,правобережный,ул. Суворова 95 к.1,1,5,43.0,28.0,6.0,2800000
15844188,3,брежневка,правобережный,"Грязнова, 30",2,5,64.0,41.3,6.3,4000000
15837691,1,,ленинский,"Уральская, 10/2",4,6,46.2,22.0,15.0,2850000
15826185,1,,,"Им. газеты ""Правда"", 10/1",7,9,30.1,16.0,6.0,1900000
15826180,4,,,"Советская, 213/1",14,14,104.0,60.0,16.0,6590000
15825377,3,,правобережный,"Советская, 123А/3",1,9,65.3,0.0,6.0,4800000
15820768,3,улучшенная,орджоникидзевский,"Труда, 3",6,9,65.0,43.0,9.0,4980000
15815357,1,,,"Тевосяна, 2",7,9,42.4,21.6,11.2,3699000
15815355,3,,,"Мичурина, 28",5,5,60.0,45.0,6.0,1450000
15815353,1,,,"ул имени газеты Правда, 22",3,5,32.0,0.0,6.0,2250000
15815352,2,,,"Ленина пр-т, 133/1",6,10,79.5,55.0,13.0,6650000
15810249,2,раздельная,орджоникидзевский (левый берег),"Трамвайная, 25",1,3,43.0,31.0,6.0,2350000
15798678,2,,орджоникидзевский,"Коробова, 8",8,10,53.0,30.0,8.0,3590000
15793591,2,,орджоникидзевский (левый берег),"Трамвайная, 25",1,3,43.0,31.0,6.0,2350000
15793585,3,улучшенная,орджоникидзевский,"Тевосяна, 25",5,9,65.9,45.0,9.0,4500000
15792539,-1,,,"ул Лесопарковая, 93/1",10,10,41.2,28.0,12.5,3150000
15792538,2,,,"50-летия Магнитки, 40/1",1,9,50.0,32.0,9.0,3200000
15791715,3,,правобережный,"Карла Маркса, 113",5,5,62.4,0.0,7.0,3200000
14177516,2,старой планировки,ленинский,"Герцена, 33",1,2,68.5,45.0,15.0,3630000
15781474,1,улучшенная,ленинский,"Чапаева, 4",1,3,32.8,20.0,7.0,2850000
15781178,4,нестандартная,орджоникидзевский,"Сиреневый проезд, 22",2,9,76.3,50.0,9.0,5500000
15780929,3,,,"Карла Маркса, 214",4,16,92.9,55.0,12.0,8800000
15771982,3,,,"Коробова, 16/1",14,14,75.0,45.0,10.0,4500000
15761116,2,,,29/4 ул. Школьная,1,2,32.4,20.0,10.0,2480000
15761115,1,,,"Курортная, 19",2,2,14.1,12.0,0.0,1270000
15753077,2,брежневка,ленинский,"Бурденко , 13",3,5,44.1,30.0,6.0,2800000
15752310,4,брежневка,правобережный,"Карла Маркса, 130",5,5,65.0,50.0,6.0,4999999
15751220,2,,,"Ленина пр-т, 49",5,5,60.0,35.0,9.0,4700000
15751218,3,,,"Труда, 14",9,9,65.3,42.0,9.0,3890000
15751217,1,,,"Ленина пр-т, 106",1,5,30.3,19.0,5.0,1850000
15751216,2,,,"ул Завенягина, 10",4,9,49.9,32.0,9.0,3850000
15751215,-1,,,"Ленина пр-т, 114/4",5,14,40.0,18.0,13.0,2620000
15751214,3,,,"Западное шоссе, 107",1,2,69.0,40.0,20.0,5500000
15750292,3,,орджоникидзевский,"Галиуллина, 51",1,5,58.4,38.6,6.0,3450000
15750291,1,,правобережный,"Ленина пр-т, 91",2,9,35.6,13.0,12.5,2150000
15750290,3,,правобережный,"Сталеваров, 26/2",3,5,62.0,46.0,6.0,3990000
15750287,2,,орджоникидзевский,"Ленина пр-т, 123",7,10,62.7,46.0,8.5,5950000
15745999,3,старой планировки,ленинский,"Первомайская, 8",2,4,78.3,50.0,10.0,5100000
15745997,3,брежневка,орджоникидзевский,"Галиуллина, 51",1,5,58.4,38.6,6.0,3450000
15745992,1,брежневка,правобережный,"Грязнова, 47",5,5,32.0,18.0,6.0,3070000
15745989,3,улучшенная,орджоникидзевский,"50-летия Магнитки, 38",7,9,65.0,45.0,9.0,4900000
15740944,2,,,"Доменщиков, 15",1,5,44.3,28.0,6.0,3300000
15735986,3,улучшенная,орджоникидзевский,"Карла Маркса, 202",1,9,65.0,38.0,9.0,3870000
15723463,1,полустудия,орджоникидзевский,"Карла Маркса, 231",6,10,30.2,20.0,5.0,1950000
15722245,-1,,,"ул Панькова, 3",2,3,98.0,75.0,7.0,4300000
15722244,1,,,"ул Лермонтова, 103",2,2,34.4,14.0,10.0,1220000
15208751,2,,орджоникидзевский (левый берег),"Фадеева, 16",2,2,44.0,32.0,6.0,1950000
14324948,1,,ленинский,"Московская, 69",10,10,41.0,25.0,10.0,2690000
14817705,2,брежневка,ленинский,"Тарасенко, 6",5,5,45.0,29.0,6.0,1800000
15699896,2,,,"ул Черемушки, 13",2,2,40.0,22.0,6.0,500000
15698931,2,,правобережный,"Ленина пр-т, 92",11,14,60.8,0.0,9.0,5290000
15542324,3,,ленинский,"Корсикова, 2",3,3,54.4,40.1,5.9,3450000
15407316,2,,ленинский,"карла маркса, 5",5,5,43.0,28.0,6.2,2850000
15271866,3,,,"уральская, 7/1",1,5,61.2,44.0,8.0,2750000
15689396,2,гребенка,ленинский,"Набережная, 16",2,5,60.0,35.0,9.0,4200000
15687154,2,,,Центральная,1,2,45.0,0.0,10.0,3700000
15687153,2,,орджоникидзевский,"Зеленый Лог, 15",7,10,46.2,28.0,6.0,2700000
15686991,2,,,"ул. Курортная, 10",5,5,52.0,40.0,12.0,4999000
15684346,2,раздельная,орджоникидзевский,"Зеленый лог, 27/1",7,10,47.4,28.0,7.0,3300000
15684344,1,улучшенная,ленинский,"Московская, 71",3,9,32.1,17.0,8.0,2500000
15666698,2,брежневка,правобережный,"Советская, 147/2",3,5,43.9,30.1,6.0,2790000
15666150,3,,орджоникидзевский,"Карла Маркса, 190",7,12,66.0,42.0,9.0,4000000
15664695,3,,ленинский,"Комсомольская, 29",3,4,74.0,46.0,10.0,6300000
15664386,1,,,26 ул. Горнолыжная,1,2,23.0,13.0,0.0,2150000
15661704,1,нестандартная,ленинский,"Николая Шишка, 9",2,2,28.8,26.0,11.3,1875000
15661379,4,,орджоникидзевский (левый берег),"Чайковского, 64",3,3,103.0,70.0,13.0,3300000
15656922,2,,ленинский,"Ленина пр-т, 8",2,5,48.0,32.0,8.0,3600000
15652893,1,,правобережный,"Ленина пр-т, 91/1",9,9,32.5,17.0,7.0,1550000
15651955,3,,правобережный,"Карла Маркса, 123",6,9,60.8,44.1,9.0,3560000
15636402,2,брежневка,правобережный,"Карла Маркса, 124/1",4,5,44.0,29.0,6.0,2900000
15614770,3,,правобережный,"Советская, 153",5,5,60.8,47.0,7.0,3700000
15604661,1,,орджоникидзевский,"Труда, 59/2",3,9,41.0,21.0,9.0,3250000
15582605,3,ленинградский проект,ленинский,"Калинина, 20",2,5,81.0,47.0,8.0,4900000
15580637,2,,орджоникидзевский,145/1,1,5,49.4,34.0,9.0,3600000
15580636,2,,ленинский,"ул. Куйбышева, 20",1,3,53.0,36.0,8.0,3300000
15565869,2,,правобережный,"Карла Маркса, 111/2",4,5,46.0,30.0,6.0,3190000
15558384,2,брежневка,правобережный,"Советской Армии, 5",5,5,44.0,29.0,7.0,3100000
15553252,3,,,"Труда, 31",4,9,69.0,42.0,9.0,5090000
15525608,2,брежневка,правобережный,"Им. газеты ""Правда"", 52",4,5,42.1,27.0,6.0,2950000
15519551,2,,,"Зеленый Лог, 63",1,3,84.0,55.0,17.0,5870000
15519549,3,,,"Зеленый Лог, 63",1,3,77.0,49.0,14.0,5200000
15519547,2,,,"Советская, 127/2",4,5,45.0,31.0,6.0,2200000
15518305,2,,ленинский,"Тургенева, 16/1",9,9,45.0,30.0,6.0,2200000
15508837,1,,правобережный,"Ленина пр-т, 88",6,16,32.8,24.0,24.0,3550000
15508836,2,раздельная,правобережный,"Мичурина, 95",2,5,44.5,30.0,6.0,3050000
14302877,2,,,"Карла Маркса, 208",4,9,52.6,40.0,9.0,3750000
15506608,2,,,"Зеленый Лог, 63",2,3,58.0,40.0,12.0,4000000
15506603,1,,,"Ленина пр-т, 87А",8,10,39.0,17.0,13.0,2550000
15505691,3,,орджоникидзевский,"50-летия Магнитки, 33",5,9,74.0,0.0,10.0,5450000
15500902,2,сталинский вариант,ленинский,"Достоевского, 24",1,2,45.0,27.0,7.0,2800000
15493456,2,,,"Ленина пр-т, 87а",5,14,60.0,47.0,12.0,4000000
15493455,1,,,"Ленина пр-т, 87а",7,14,50.0,0.0,12.0,3000000
15493453,-1,,,"Ленина пр-т, 87а",6,14,45.0,37.0,8.0,2800000
15493451,2,,,"Доменщиков, 1",3,5,45.8,30.0,6.0,3000000
15493447,1,,,"Ленина пр-т, 218",1,1,34.3,25.0,5.0,1850000
15492642,3,,орджоникидзевский,"Труда, 19",2,16,89.0,60.0,12.0,6400000
14274635,3,,,"Труда, 2",1,2,63.4,0.0,0.0,530000
